tokenId,name,description,image,background,skins,clothes,necklaces,mouth,eyes,glasses,tops,back,earings
1400,POLC 1400,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1400.png,sunset,green,orange buffalocheck,,smile,focus,pink,,katana,
1050,POLC 1050,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1050.png,trippz,blue,punk suit,,smile,sadz,white movie,,,
966,POLC 966,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",966.png,sky blue,green,sad hoodie,,blob,sadz,,white beanie,,trippie gold.PNG
97,POLC 97,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",97.png,bluez,latte,purple fire,,happy,focus,pink,,,
1379,POLC 1379,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1379.png,bluez,brown,bw tshirt,,smile,love,,,,triple gold.PNG
209,POLC 209,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",209.png,yellowz,brown,orange buffalocheck,,meh pee,reg,,,,
1396,POLC 1396,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1396.png,glitch,drippy,,,yawn,sleep,,black bc,,
659,POLC 659,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",659.png,bluez,brown,,,blob,boredz,,,,silver circle.PNG
136,POLC 136,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",136.png,yellowz,black,wt banana tshirt,,whiser,love,,mexician,,
1103,POLC 1103,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1103.png,mintz,gold,life jacket,,small pee,sleep,,,,
566,POLC 566,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",566.png,orangez,brown,,,small pee,glassy,,toycap,,
835,POLC 835,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",835.png,Pink Bubble,green,bk banan tshirt,silverz,gummy,cocke,,,,
81,POLC 81,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",81.png,mangaz,brown,gray varsity,,gummy,dollars,,mint anchor,,
5,POLC 5,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",5.png,pinkz,cyan,pink tiedye,,dum,love,red vr,green party,,
970,POLC 970,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",970.png,yellowz,gold,,,yummy,puffy,white movie,santa hat,wood,triple gold.PNG
589,POLC 589,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",589.png,mintz,blue,orange kimono,,rainbow,happiez,,green mohawk,,
1046,POLC 1046,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1046.png,purple,blue,blue kimono,,gummy,sadz,white movie,,,trippie silver.PNG
1416,POLC 1416,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1416.png,mangaz,brown,,,crongz,shock,black movie,angle ring,,trippie silver.PNG
423,POLC 423,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",423.png,redz,mecha,gm hoodie,,blob,puffy,,blue pol cap,,
1380,POLC 1380,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1380.png,orangez,brown,astronaut suit,,yawn,glassy,pink,cream pol cap,,trippie gold.PNG
39,POLC 39,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",39.png,greenz,cyan,red shirt,,smile,cyan light,,devil horn,,
862,POLC 862,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",862.png,mangaz,black,blue jumpsuit,goldener,gummy,focus,blue neon,,,
1504,POLC 1504,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1504.png,comicz,green,rainbow tiedye,,meh pee,dollars,purple vr,,,
531,POLC 531,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",531.png,Green Bubble,black,black puffer,,yummy,cocke,pixel,,,
1154,POLC 1154,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1154.png,bluez,black,blue fire,,sad,shock,white movie,wizard,,
161,POLC 161,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",161.png,mintz,mecha,blue varsity,,small pee,focus,,,,triple gold.PNG
474,POLC 474,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",474.png,purple,blue,blue kimono,,bored,glassy,,,,
1441,POLC 1441,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1441.png,trippz,black,red christmas,,smile,cyan light,blackz,,,
1011,POLC 1011,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1011.png,Pink Bubble,green,orange buffalocheck,,gummy,cocke,,,,
927,POLC 927,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",927.png,yellowz,brown,,,gummy,boredz,,,,trippie silver.PNG
1338,POLC 1338,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1338.png,sky blue,blue,,,blob,dizzy,,banana cap,,
1292,POLC 1292,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1292.png,trippz,cyan,,gold pol,small pee,sadz,,green mohawk,katana,
248,POLC 248,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",248.png,pinkz,blue,bw tshirt,,crongz,red laser,,devil horn,,
618,POLC 618,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",618.png,pinkz,black,,,dum,sadz,,,,triple silver.PNG
395,POLC 395,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",395.png,cloud,latte,,,bored,puffy,mint neon,,wood,
